Epoch,TrainLoss,ValLoss,TrainAcc,AUC,ValAcc,Precision,Recall,F1,MAP100,MAP200
1,0.3367771506309509,0.29486167430877686,0.9063047766685486,0.6753300483048783,0.9122089364380114,0.5,0.03942652329749104,0.07308970099667775,0.7280951448855693,0.7043265255515735
2,0.2722024619579315,0.2787018418312073,0.9162845611572266,0.7144402933405537,0.9122089364380114,0.5,0.04390681003584229,0.08072487644151564,0.7819061774494744,0.744183630230087
3,0.2587926685810089,0.2761189639568329,0.9171949028968811,0.7369284659399298,0.9128382630585273,0.6,0.021505376344086023,0.04152249134948097,0.7735695330339175,0.7397081165239738
4,0.2522153854370117,0.26735368371009827,0.9176331758499146,0.7522453206580937,0.9129955947136564,0.5675675675675675,0.03763440860215054,0.07058823529411765,0.809856654007214,0.7751705026754981
5,0.2462565004825592,0.2701188921928406,0.9182063341140747,0.7379311599847186,0.9129169288860919,0.5555555555555556,0.04032258064516129,0.07518796992481203,0.8207140721872916,0.779008003607623
6,0.2425536960363388,0.26312869787216187,0.9183074831962585,0.7663271215139074,0.9133102580239144,0.64,0.02867383512544803,0.0548885077186964,0.818281233491374,0.776655344750611
7,0.2379286140203476,0.2635478973388672,0.9196898341178894,0.7721896671204137,0.914175582127124,0.676056338028169,0.043010752688172046,0.08087615838247683,0.842135533967018,0.8063604155099707
8,0.2321009784936905,0.2572095990180969,0.9201618432998657,0.7776729569954293,0.9142542479546885,0.589041095890411,0.07706093189964158,0.13629160063391443,0.867929096898467,0.8293051745122499
9,0.22818540036678314,0.2624109983444214,0.9204652905464172,0.7842760867361259,0.9149622404027691,0.6073619631901841,0.08870967741935484,0.15480844409695074,0.870613017466161,0.8275350868070042
10,0.22242414951324463,0.25864601135253906,0.9215778708457947,0.7903139260726416,0.9153555695405916,0.6086956521739131,0.1003584229390681,0.1723076923076923,0.8358677034040627,0.8065137372553601
11,0.21957576274871826,0.2607608139514923,0.923398494720459,0.7812829569212472,0.9140182504719949,0.5672514619883041,0.08691756272401434,0.15073815073815075,0.8638026712349169,0.8317876858642195
12,0.22167035937309265,0.26494354009628296,0.9226230382919312,0.7829736122083872,0.915434235368156,0.6518518518518519,0.07885304659498207,0.14068745003996802,0.8421347504902279,0.8218863278374788
13,0.22454696893692017,0.26376956701278687,0.9211732745170593,0.7881363351718118,0.913388923851479,0.5842696629213483,0.04659498207885305,0.08630705394190871,0.8545473413885087,0.8059651586771679
14,0.21673935651779175,0.25890398025512695,0.9222859144210815,0.7884276156281799,0.9161422278162367,0.5862068965517241,0.15232974910394265,0.24182076813655762,0.8407328800945831,0.8090786524399687
15,0.20764583349227905,0.2582714855670929,0.925286591053009,0.7959256049855282,0.9161422278162367,0.6050420168067226,0.12903225806451613,0.21270310192023634,0.8391683013290339,0.8188046287946967
16,0.19908863306045532,0.2650107443332672,0.9283546805381775,0.7931166939285701,0.9122876022655758,0.5012106537530266,0.18548387096774194,0.2707652060170046,0.8574718674990487,0.8207177682439188
17,0.19611592590808868,0.2690022587776184,0.9302427768707275,0.7909012006364818,0.9172435494021397,0.5754716981132075,0.21863799283154123,0.3168831168831169,0.8718677291096063,0.8455727725732902
18,0.18679101765155792,0.29437392950057983,0.9335468411445618,0.7899580454142511,0.9168502202643172,0.6322869955156951,0.12634408602150538,0.210604929051531,0.8461097125240771,0.8221936927877068
19,0.20775330066680908,0.2601257562637329,0.924612283706665,0.7931846555047408,0.9159062303335431,0.587360594795539,0.14157706093189965,0.22815884476534296,0.8697736857436715,0.8293923913715939
20,0.24992583692073822,0.3116982579231262,0.9218139052391052,0.6703141439824138,0.9118156073001888,0.45614035087719296,0.023297491039426525,0.0443307757885763,0.7504613269529103,0.7169099027696971
21,0.256350576877594,0.27238479256629944,0.9179703593254089,0.7524640804331243,0.913388923851479,0.5380710659898477,0.09498207885304659,0.16146230007616147,0.854269020933299,0.8275583483282611
22,0.23245178163051605,0.27467021346092224,0.9199932813644409,0.7807126824105705,0.9138609188168659,0.6296296296296297,0.0456989247311828,0.08521303258145363,0.7935320552639875,0.7894307724687537
23,0.22672022879123688,0.2495875209569931,0.9210047125816345,0.7974383778982,0.9136249213341724,0.5494505494505495,0.08960573476702509,0.15408320493066255,0.8492816227732307,0.8213519427698466
24,0.23274709284305573,0.2796274721622467,0.9223196506500244,0.7694449699006332,0.9148835745752045,0.5825242718446602,0.10752688172043011,0.1815431164901664,0.7628183414537522,0.7534525499983991
25,0.21051350235939026,0.27697280049324036,0.9241739511489868,0.7898912815690988,0.908275645059786,0.4586092715231788,0.2482078853046595,0.32209302325581396,0.8517953972505321,0.8054116196210865
26,0.2615524232387543,0.26151347160339355,0.9161496758460999,0.7741702505869654,0.913546255506608,0.5669291338582677,0.06451612903225806,0.11584875301689461,0.8140294892636417,0.7929169788368207
27,0.21687670052051544,0.26961442828178406,0.9235333800315857,0.7800100779406075,0.9155129011957206,0.59375,0.11917562724014337,0.19850746268656716,0.8800758171415207,0.8507293307877963
28,0.20609697699546814,0.2567846477031708,0.9272421002388,0.7939833102750794,0.9152769037130271,0.5724907063197026,0.13799283154121864,0.2223826714801444,0.858092532285528,0.8326817238386914
29,0.1953701674938202,0.2921800911426544,0.9309844970703125,0.7626486191011361,0.9136249213341724,0.5261627906976745,0.16218637992831542,0.24794520547945206,0.8597733814480832,0.8118170958670337
30,0.19388209283351898,0.27208879590034485,0.9313216209411621,0.7818871542652825,0.9129169288860919,0.5084745762711864,0.24193548387096775,0.32786885245901637,0.8719674250822307,0.8486984579302695
31,0.17911860346794128,0.27651283144950867,0.9369858503341675,0.778876019848644,0.9164568911264946,0.5789473684210527,0.1774193548387097,0.2716049382716049,0.8436950426035218,0.8313341330022255
32,0.17036324739456177,0.2810409665107727,0.9394133687019348,0.7984425401293982,0.9073316551290119,0.4587765957446808,0.30913978494623656,0.3693790149892934,0.8626574910444792,0.8265768797922795
