Epoch,TrainLoss,ValLoss,TrainAcc,AUC,ValAcc,Precision,Recall,F1,MAP100,MAP200
1,0.3260481655597687,0.3869940936565399,0.9104050397872925,0.601149173893509,0.9102064896755162,0.6666666666666666,0.01045751633986928,0.02059202059202059,0.6406579691591251,0.6276820323005473
2,0.27774855494499207,0.2856607437133789,0.9145942330360413,0.7155891254037282,0.9109144542772861,0.6666666666666666,0.026143790849673203,0.050314465408805034,0.8037279376077874,0.7522863265477631
3,0.26770782470703125,0.28319182991981506,0.9164822697639465,0.7332998482575045,0.9109144542772861,0.5757575757575758,0.04967320261437908,0.0914560770156438,0.783504997443895,0.7565112397384004
4,0.26307061314582825,0.27764779329299927,0.9166887998580933,0.7460163780168357,0.9100884955752212,0.5348837209302325,0.030065359477124184,0.05693069306930693,0.7918692214708604,0.7499909647775523
5,0.251870721578598,0.27291572093963623,0.9174852967262268,0.7562436526707527,0.9102064896755162,0.5833333333333334,0.018300653594771243,0.035487959442332066,0.7708723058807827,0.7352922916848402
6,0.2473534196615219,0.2719156742095947,0.9179278612136841,0.7686348261743088,0.9106784660766961,0.6818181818181818,0.0196078431372549,0.03811944091486658,0.7948839673479109,0.7479976282612335
7,0.24322594702243805,0.27082592248916626,0.9182228446006775,0.7748408399243831,0.911386430678466,0.609375,0.050980392156862744,0.09408926417370325,0.7854621666620758,0.7558734769825508
8,0.23706361651420593,0.2930309474468231,0.9193143844604492,0.7542374303807124,0.9112684365781711,0.5643564356435643,0.07450980392156863,0.13163972286374134,0.7533890853013219,0.7430219034167803
9,0.24440792202949524,0.2719934284687042,0.9184883832931519,0.7787112060561363,0.9111504424778761,0.6304347826086957,0.03790849673202614,0.07151664611590629,0.7678725291415931,0.757145112299944
10,0.23572182655334473,0.2749568819999695,0.9194914102554321,0.7834871103651144,0.911386430678466,0.6029411764705882,0.05359477124183006,0.09843937575030012,0.724824478383344,0.7280547972473823
11,0.2365577071905136,0.26769188046455383,0.9209074378013611,0.7723627747683596,0.9103244837758112,0.5274725274725275,0.06274509803921569,0.11214953271028037,0.7834972787100618,0.7599315914810795
12,0.2244795709848404,0.2592340111732483,0.922294020652771,0.7977614167154107,0.9130383480825959,0.5707070707070707,0.1477124183006536,0.23468328141225336,0.8392999065516212,0.8131609294530227
13,0.2174937129020691,0.2568454444408417,0.9253031015396118,0.8044673329772895,0.9135103244837758,0.5592592592592592,0.19738562091503267,0.29178743961352654,0.8221059544303646,0.8053937198815488
14,0.21234697103500366,0.25868403911590576,0.9263651371002197,0.8046225511389165,0.9151622418879056,0.6337209302325582,0.14248366013071895,0.23265741728922093,0.8447067108856878,0.8248347356608038
15,0.2136276513338089,0.2610754668712616,0.9272207021713257,0.7909853089528072,0.9141002949852507,0.5939086294416244,0.15294117647058825,0.24324324324324326,0.8444627788525094,0.8155959654427751
16,0.20543335378170013,0.25607553124427795,0.9293152689933777,0.8062578944245229,0.9131563421828909,0.5644444444444444,0.16601307189542483,0.25656565656565655,0.8484663864262472,0.820091304061763
17,0.19875554740428925,0.26767826080322266,0.9322654008865356,0.8015670167764468,0.9146902654867257,0.6438356164383562,0.12287581699346405,0.20636663007683864,0.8535715850089898,0.8344265799984789
18,0.19681669771671295,0.26360031962394714,0.9324718713760376,0.7971622457889338,0.9149262536873156,0.5780141843971631,0.2130718954248366,0.3113658070678128,0.8421303377536716,0.8302632484279899
19,0.18873810768127441,0.2695092260837555,0.9357760548591614,0.8071322363792037,0.9158702064896755,0.604,0.19738562091503267,0.2975369458128079,0.8629367275992295,0.8444240099330573
20,0.18594694137573242,0.2777427136898041,0.9365430474281311,0.7997728101184269,0.9157522123893805,0.6208530805687204,0.17124183006535948,0.26844262295081966,0.8572526702318686,0.8313722056659394
21,0.2008020430803299,0.2747247815132141,0.9330323934555054,0.8102959402524521,0.911858407079646,0.5218446601941747,0.28104575163398693,0.3653355989804588,0.7771842730506564,0.7800359645965669
22,0.18272477388381958,0.28061214089393616,0.9364250302314758,0.8100453532039706,0.9150442477876106,0.5812274368231047,0.21045751633986928,0.30902111324376197,0.8066388769683286,0.795956524354799
23,0.19789054989814758,0.2863600254058838,0.9337994456291199,0.789287573222112,0.911740412979351,0.5330739299610895,0.17908496732026144,0.26810176125244617,0.8266048910751321,0.8055611554733825
24,0.17103713750839233,0.3003731071949005,0.9404667019844055,0.7821405864550748,0.9151622418879056,0.5821428571428572,0.2130718954248366,0.3119617224880383,0.8347333391004945,0.8134367983513402
25,0.17131535708904266,0.2812211811542511,0.9421482682228088,0.8114179869959226,0.9131563421828909,0.5380577427821522,0.2679738562091503,0.35776614310645727,0.8365076099398301,0.8204388405901262
26,0.17008641362190247,0.3156283497810364,0.9425612688064575,0.7624336444478352,0.9080825958702065,0.4830097087378641,0.2601307189542484,0.33814783347493627,0.8217814480536425,0.799174170714275
27,0.15996408462524414,0.31296467781066895,0.9461604356765747,0.7693528479268924,0.9133923303834808,0.5482866043613707,0.23006535947712417,0.3241252302025783,0.7938539862677114,0.799299156690974
28,0.19979725778102875,0.3121834695339203,0.9381656050682068,0.7979135830726584,0.9146902654867257,0.591304347826087,0.17777777777777778,0.2733668341708543,0.8250292442687883,0.8113410955061933
29,0.16716483235359192,0.2846570312976837,0.9417057633399963,0.8087762264438849,0.9126843657817109,0.5358166189111748,0.24444444444444444,0.3357271095152603,0.8549312655601633,0.8371991059923305
