Epoch,TrainLoss,ValLoss,TrainAcc,AUC,ValAcc,Precision,Recall,F1,MAP100,MAP200
22,0.1827,0.2806,0.9364,0.8100,0.9150,0.5812,0.2105,0.3090,0.8066,0.7960
23,0.1979,0.2864,0.9338,0.7893,0.9117,0.5331,0.1791,0.2681,0.8266,0.8056
24,0.1710,0.3004,0.9405,0.7821,0.9152,0.5821,0.2131,0.3120,0.8347,0.8134
25,0.1713,0.2812,0.9421,0.8114,0.9132,0.5381,0.2680,0.3578,0.8365,0.8204
26,0.1701,0.3156,0.9426,0.7624,0.9081,0.4830,0.2601,0.3381,0.8218,0.7992
27,0.1600,0.3130,0.9462,0.7694,0.9134,0.5483,0.2301,0.3241,0.7939,0.7993
28,0.1998,0.3122,0.9382,0.7979,0.9147,0.5913,0.1778,0.2734,0.8250,0.8113
29,0.1672,0.2847,0.9417,0.8088,0.9127,0.5358,0.2444,0.3357,0.8549,0.8372
30,0.1497,0.3034,0.9498,0.7949,0.9086,0.4878,0.2614,0.3404,0.8374,0.8272
31,0.1517,0.3999,0.9516,0.7930,0.9136,0.5714,0.1725,0.2651,0.8501,0.8275
32,0.1671,0.3493,0.9434,0.7861,0.9062,0.4678,0.2850,0.3542,0.8163,0.7912
33,0.1805,0.3502,0.9482,0.7872,0.9110,0.5171,0.2170,0.3057,0.8103,0.8028
34,0.1537,0.3454,0.9498,0.7927,0.9078,0.4812,0.2680,0.3442,0.8109,0.7931
35,0.1487,0.3722,0.9537,0.7762,0.9093,0.4952,0.2693,0.3489,0.8299,0.8222
36,0.1572,0.3550,0.9572,0.7938,0.9128,0.5337,0.2693,0.3579,0.8500,0.8286
37,0.1225,0.3587,0.9589,0.7838,0.9142,0.5605,0.2301,0.3262,0.8255,0.8194
38,0.1115,0.4017,0.9627,0.7634,0.9049,0.4588,0.2980,0.3613,0.8170,0.8012
39,0.1054,0.3895,0.9664,0.7804,0.9084,0.4868,0.2654,0.3435,0.8470,0.8254
40,0.0986,0.4173,0.9685,0.7873,0.9068,0.4754,0.3163,0.3799,0.8395,0.8221
41,0.0958,0.4395,0.9702,0.7621,0.9100,0.5023,0.2810,0.3604,0.8755,0.8441
42,0.1055,0.4671,0.9653,0.7864,0.9110,0.5120,0.3072,0.3840,0.8516,0.8391
43,0.1098,0.4342,0.9639,0.7849,0.9127,0.5330,0.2641,0.3531,0.8416,0.8221
44,0.0952,0.4939,0.9686,0.7394,0.8834,0.3608,0.3778,0.3691,0.8255,0.8053
45,0.1308,0.3857,0.9614,0.7502,0.9136,0.5846,0.1490,0.2375,0.8210,0.7937
46,0.1474,0.3987,0.9486,0.7679,0.9021,0.4330,0.2745,0.3360,0.8200,0.8091
47,0.1545,0.4058,0.9503,0.7566,0.9082,0.4840,0.2575,0.3362,0.8352,0.8250
48,0.1171,0.3792,0.9594,0.7730,0.9080,0.4846,0.3085,0.3770,0.8080,0.8106
49,0.1411,0.3879,0.9531,0.7894,0.9119,0.5262,0.2366,0.3264,0.8409,0.8268
50,0.1102,0.4441,0.9627,0.7720,0.9032,0.4464,0.2993,0.3584,0.7711,0.7716
51,0.0978,0.4358,0.9675,0.7828,0.9122,0.5264,0.2732,0.3597,0.8134,0.8006
52,0.0917,0.4648,0.9706,0.7518,0.9036,0.4451,0.2758,0.3406,0.8036,0.7888
53,0.0844,0.5063,0.9727,0.7525,0.9068,0.4733,0.2902,0.3598,0.8230,0.8148
54,0.0879,0.4155,0.9726,0.7609,0.9053,0.4463,0.2065,0.2824,0.8071,0.7876
55,0.0893,0.4568,0.9700,0.7696,0.9062,0.4693,0.2993,0.3655,0.8430,0.8196
56,0.0838,0.4917,0.9731,0.7781,0.9083,0.4872,0.2993,0.3709,0.8214,0.8068
57,0.0738,0.5714,0.9763,0.7088,0.8964,0.3886,0.2575,0.3097,0.8024,0.7876
58,0.0676,0.5232,0.9789,0.7609,0.9042,0.4511,0.2837,0.3483,0.8117,0.7897
59,0.0745,0.5487,0.9771,0.7470,0.8901,0.3742,0.3229,0.3467,0.8158,0.7967
60,0.0727,0.5775,0.9765,0.7537,0.9064,0.4722,0.3111,0.3751,0.8052,0.8068
61,0.0651,0.8121,0.9810,0.7533,0.8260,0.2555,0.4850,0.3347,0.7438,0.7299
62,0.1155,0.4530,0.9597,0.7688,0.9027,0.4296,0.2392,0.3073,0.7793,0.7631
63,0.1016,0.4792,0.9668,0.7896,0.9100,0.5025,0.2654,0.3473,0.8433,0.8231
64,0.0757,0.5699,0.9736,0.7655,0.9019,0.4373,0.3007,0.3563,0.8179,0.8091
65,0.0793,0.5957,0.9765,0.7662,0.9077,0.4812,0.2850,0.3580,0.8498,0.8400
66,0.0689,0.5658,0.9774,0.7775,0.9096,0.4989,0.2902,0.3669,0.8163,0.8131
67,0.0635,0.6039,0.9795,0.7805,0.9123,0.5288,0.2641,0.3522,0.8335,0.8133
68,0.0593,0.5572,0.9818,0.7631,0.9019,0.4406,0.3203,0.3709,0.8158,0.7982
69,0.0809,0.5259,0.9753,0.7840,0.9077,0.4788,0.2510,0.3293,0.8333,0.8156
70,0.0664,0.5619,0.9785,0.7677,0.9115,0.5181,0.2810,0.3644,0.7976,0.7924
71,0.0544,0.5492,0.9834,0.7704,0.9056,0.4639,0.2941,0.3600,0.8358,0.8126
72,0.0515,0.6495,0.9842,0.7852,0.9102,0.5048,0.2745,0.3556,0.8219,0.8227
73,0.1449,0.5213,0.9631,0.7695,0.9002,0.4283,0.3163,0.3639,0.8330,0.8116
74,0.1004,0.5139,0.9659,0.7852,0.9058,0.4669,0.3046,0.3687,0.8472,0.8377
75,0.1120,0.4536,0.9647,0.7618,0.9043,0.4553,0.3059,0.3659,0.8416,0.8166
76,0.0826,0.4927,0.9712,0.7677,0.9003,0.4303,0.3229,0.3689,0.8690,0.8400
77,0.0712,0.6001,0.9763,0.7646,0.9112,0.5166,0.2444,0.3319,0.8630,0.8443
78,0.0614,0.5536,0.9804,0.7653,0.9057,0.4656,0.3007,0.3654,0.8946,0.8589
79,0.0643,0.6396,0.9823,0.7563,0.9044,0.4563,0.3072,0.3672,0.8270,0.8093
80,0.0823,0.5248,0.9732,0.7634,0.8986,0.4232,0.3386,0.3762,0.8448,0.8301
81,0.0635,0.7664,0.9800,0.7056,0.9086,0.4869,0.2431,0.3243,0.8545,0.8279
82,0.0655,0.5562,0.9787,0.7724,0.9078,0.4823,0.2850,0.3583,0.8878,0.8546
83,0.0562,0.6245,0.9820,0.7710,0.9023,0.4402,0.3033,0.3591,0.8810,0.8533
84,0.0665,0.6061,0.9799,0.7536,0.9056,0.4648,0.3020,0.3661,0.8798,0.8462
85,0.0558,0.6561,0.9834,0.7637,0.9063,0.4696,0.2928,0.3607,0.8805,0.8469
86,0.0454,0.6247,0.9866,0.7675,0.9067,0.4730,0.2980,0.3657,0.8982,0.8623
87,0.0468,0.7637,0.9854,0.7594,0.9069,0.4725,0.2693,0.3430,0.8836,0.8572
88,0.0889,0.5561,0.9717,0.7447,0.9017,0.4241,0.2484,0.3133,0.8503,0.8174
89,0.0792,0.5874,0.9738,0.7541,0.9070,0.4734,0.2680,0.3422,0.8197,0.8095
90,0.0565,0.6710,0.9822,0.7611,0.9127,0.5333,0.2614,0.3509,0.8491,0.8317
91,0.0514,0.6446,0.9841,0.7540,0.9071,0.4759,0.2837,0.3554,0.8433,0.8346
92,0.0444,0.6885,0.9863,0.7394,0.8994,0.4233,0.3176,0.3630,0.8637,0.8466
93,0.0462,0.7770,0.9870,0.7688,0.9145,0.5538,0.2693,0.3624,0.8818,0.8584
94,0.0417,0.6632,0.9880,0.7532,0.8976,0.4168,0.3373,0.3728,0.8793,0.8549
95,0.0376,0.7194,0.9892,0.7580,0.8946,0.4075,0.3686,0.3871,0.8695,0.8494
96,0.0329,0.7726,0.9908,0.7534,0.9123,0.5284,0.2680,0.3556,0.8807,0.8496
97,0.0333,0.7233,0.9906,0.7649,0.9075,0.4804,0.3046,0.3728,0.8535,0.8372
98,0.0303,0.8102,0.9915,0.7444,0.9116,0.5185,0.2928,0.3743,0.8670,0.8493
99,0.0283,0.7582,0.9923,0.7479,0.9017,0.4406,0.3294,0.3770,0.8694,0.8482
100,0.0278,0.9185,0.9926,0.7433,0.9127,0.5348,0.2510,0.3416,0.8538,0.8396
101,0.0288,0.9147,0.9924,0.7413,0.9081,0.4861,0.3190,0.3852,0.8913,0.8642
102,0.0376,0.8647,0.9889,0.7455,0.9103,0.5061,0.2706,0.3526,0.8566,0.8453
103,0.0335,0.7691,0.9904,0.7615,0.9065,0.4734,0.3137,0.3774,0.8600,0.8438
104,0.0339,0.8548,0.9916,0.7480,0.9074,0.4802,0.3176,0.3824,0.8917,0.8616
105,0.1785,0.4425,0.9713,0.7726,0.9029,0.4344,0.2510,0.3181,0.8730,0.8308
106,0.1177,0.5681,0.9646,0.7684,0.9090,0.4912,0.2196,0.3035,0.8444,0.8215
107,0.0715,0.5632,0.9761,0.7653,0.9090,0.4931,0.2784,0.3559,0.8353,0.8258
108,0.0515,0.5987,0.9841,0.7789,0.9051,0.4629,0.3176,0.3767,0.8951,0.8708
109,0.0481,0.6656,0.9847,0.7684,0.9075,0.4792,0.2863,0.3584,0.8752,0.8455
110,0.0403,0.6601,0.9878,0.7586,0.9070,0.4749,0.2850,0.3562,0.8668,0.8418
111,0.0393,0.7083,0.9879,0.7515,0.9065,0.4720,0.2980,0.3654,0.8739,0.8522
112,0.0363,0.6894,0.9892,0.7465,0.8998,0.4263,0.3176,0.3640,0.8827,0.8479
113,0.0312,0.7538,0.9915,0.7477,0.9074,0.4784,0.2889,0.3602,0.8841,0.8526
114,0.0312,0.7084,0.9914,0.7524,0.9011,0.4376,0.3346,0.3793,0.8601,0.8358
115,0.2048,0.5271,0.9625,0.7686,0.9117,0.5222,0.2614,0.3484,0.8758,0.8462
116,0.0938,0.5815,0.9711,0.7461,0.8898,0.3850,0.3699,0.3773,0.8584,0.8232
117,0.0644,0.6477,0.9786,0.7576,0.9029,0.4455,0.3098,0.3655,0.8789,0.8517
118,0.0498,0.7206,0.9847,0.7295,0.9037,0.4468,0.2797,0.3441,0.8495,0.8224
119,0.0519,0.6835,0.9841,0.7599,0.9065,0.4702,0.2784,0.3498,0.8544,0.8378
120,0.0434,0.7520,0.9865,0.7349,0.9063,0.4699,0.2954,0.3628,0.8608,0.8379
121,0.0386,0.7528,0.9879,0.7499,0.9097,0.5000,0.3111,0.3836,0.8876,0.8609
122,0.0360,0.8184,0.9889,0.7340,0.8944,0.4015,0.3464,0.3719,0.8474,0.8267
123,0.0335,0.8875,0.9899,0.7494,0.9132,0.5348,0.2915,0.3773,0.8992,0.8705
124,0.0305,0.8631,0.9913,0.7359,0.9005,0.4288,0.3072,0.3580,0.8729,0.8425
125,0.0274,0.9103,0.9926,0.7379,0.9097,0.5000,0.2915,0.3683,0.9091,0.8692
126,0.0284,0.8798,0.9918,0.7546,0.9053,0.4662,0.3425,0.3949,0.8683,0.8446
127,0.0275,0.9673,0.9927,0.7425,0.9016,0.4335,0.2941,0.3505,0.8476,0.8294
128,0.0257,0.9656,0.9930,0.7422,0.9110,0.5126,0.2915,0.3717,0.8765,0.8445
129,0.0241,1.0299,0.9930,0.7305,0.9062,0.4689,0.2954,0.3625,0.8715,0.8486
130,0.0233,1.0361,0.9939,0.7421,0.9100,0.5022,0.3033,0.3782,0.9140,0.8725
131,0.0236,1.0690,0.9933,0.7406,0.9065,0.4723,0.3007,0.3674,0.8878,0.8569
132,0.0311,0.9832,0.9931,0.7332,0.8943,0.3962,0.3268,0.3582,0.8680,0.8395
133,0.0223,1.0478,0.9940,0.7396,0.9056,0.4662,0.3150,0.3760,0.8858,0.8566
134,0.0285,1.0337,0.9923,0.7163,0.8931,0.3872,0.3163,0.3482,0.9070,0.8648
135,0.0470,0.9432,0.9852,0.7209,0.8805,0.3338,0.3255,0.3296,0.8646,0.8439
136,0.0570,0.7701,0.9837,0.7579,0.9025,0.4479,0.3425,0.3881,0.8953,0.8577
137,0.0369,0.7808,0.9894,0.7476,0.8946,0.3958,0.3176,0.3524,0.8695,0.8515
138,0.0270,0.8478,0.9925,0.7478,0.9044,0.4593,0.3320,0.3854,0.8829,0.8610
139,0.0221,0.9496,0.9940,0.7203,0.8750,0.3271,0.3634,0.3443,0.8818,0.8507
140,0.0212,0.8820,0.9941,0.7451,0.9095,0.4978,0.2928,0.3687,0.9042,0.8767
141,0.0198,0.9574,0.9947,0.7295,0.9053,0.4633,0.3137,0.3741,0.8938,0.8655
142,0.0241,0.8352,0.9932,0.7604,0.9047,0.4590,0.3150,0.3736,0.8644,0.8466
143,0.0203,0.9251,0.9950,0.7464,0.9044,0.4586,0.3255,0.3807,0.8836,0.8605
144,0.0180,0.9713,0.9953,0.7293,0.9083,0.4882,0.3242,0.3896,0.8925,0.8668
145,0.0174,0.9575,0.9953,0.7474,0.9068,0.4765,0.3307,0.3904,0.9134,0.8796
146,0.0183,1.0198,0.9946,0.7298,0.9031,0.4495,0.3255,0.3776,0.8961,0.8724
147,0.1109,0.6357,0.9760,0.7221,0.9015,0.4212,0.2444,0.3093,0.8574,0.8264
148,0.0871,1.6877,0.9752,0.7079,0.7941,0.1998,0.4261,0.2720,0.7142,0.6974
149,0.1086,0.7738,0.9737,0.7513,0.9065,0.4715,0.2915,0.3603,0.8894,0.8527
150,0.1327,0.6076,0.9763,0.7028,0.9015,0.4089,0.2052,0.2733,0.8487,0.8100
151,0.3341,0.5564,0.9598,0.7165,0.9069,0.4688,0.2353,0.3133,0.8212,0.7981
152,0.0872,0.6979,0.9696,0.7083,0.9087,0.4849,0.1895,0.2726,0.8529,0.8196
153,0.0720,0.6486,0.9777,0.7402,0.8965,0.4060,0.3163,0.3556,0.8613,0.8247
154,0.0467,0.6904,0.9862,0.7341,0.8931,0.3876,0.3176,0.3491,0.8244,0.7996
155,0.0391,0.7670,0.9886,0.7257,0.8971,0.4095,0.3163,0.3569,0.8650,0.8306
156,0.0327,0.7851,0.9907,0.7329,0.9062,0.4681,0.2876,0.3563,0.8569,0.8269
157,0.0289,0.8613,0.9919,0.7133,0.8965,0.4105,0.3359,0.3695,0.8490,0.8284
158,0.0277,0.8569,0.9925,0.7195,0.9030,0.4444,0.2980,0.3568,0.8586,0.8266
159,0.0233,0.9601,0.9942,0.7365,0.9034,0.4466,0.2954,0.3556,0.8404,0.8176
160,0.0219,0.9607,0.9944,0.7297,0.9067,0.4711,0.2771,0.3490,0.8723,0.8347
161,0.0219,0.8850,0.9944,0.7313,0.9069,0.4767,0.3203,0.3831,0.8530,0.8261
162,0.0206,0.9688,0.9946,0.7087,0.8992,0.4212,0.3111,0.3579,0.8624,0.8343
163,0.0194,1.0152,0.9946,0.7140,0.9017,0.4366,0.3059,0.3597,0.8882,0.8457
164,0.0224,1.0217,0.9939,0.7369,0.9034,0.4451,0.2863,0.3484,0.8271,0.8123
165,0.0420,0.8950,0.9878,0.7362,0.8769,0.3380,0.3791,0.3574,0.8741,0.8247
166,0.0292,0.8828,0.9913,0.7331,0.8901,0.3769,0.3320,0.3530,0.8762,0.8345
167,0.0442,0.8294,0.9870,0.7451,0.9010,0.4322,0.3085,0.3600,0.8617,0.8359
168,0.0280,0.8385,0.9916,0.7378,0.9011,0.4269,0.2784,0.3370,0.8445,0.8080
169,0.0201,0.9438,0.9948,0.7365,0.8952,0.4022,0.3307,0.3630,0.8258,0.8061
170,0.0185,0.9660,0.9952,0.7324,0.9028,0.4436,0.3033,0.3602,0.8580,0.8298
171,0.0180,0.9760,0.9956,0.7248,0.9060,0.4658,0.2850,0.3536,0.8576,0.8331
172,0.0178,1.0079,0.9953,0.7299,0.9027,0.4430,0.3046,0.3610,0.8330,0.8203
173,0.0413,0.8608,0.9890,0.7339,0.8986,0.4082,0.2732,0.3273,0.8093,0.7837
174,0.0272,0.9523,0.9918,0.7267,0.9031,0.4399,0.2680,0.3331,0.8435,0.8219
175,0.0187,0.9966,0.9949,0.7240,0.8923,0.3814,0.3111,0.3427,0.8811,0.8457
176,0.0277,1.1444,0.9942,0.7151,0.9067,0.4692,0.2588,0.3336,0.8408,0.8123
177,0.0321,1.0748,0.9922,0.7317,0.9049,0.4557,0.2758,0.3436,0.8433,0.8158
178,0.5965,1.0073,0.9656,0.7453,0.9093,0.4932,0.1908,0.2752,0.7873,0.7688
179,0.3295,1.2042,0.9433,0.7430,0.9107,0.5189,0.1438,0.2252,0.8154,0.7934
180,0.1854,0.8912,0.9502,0.7617,0.9051,0.4562,0.2654,0.3355,0.8371,0.8185
181,0.1083,0.8986,0.9632,0.7466,0.9069,0.4700,0.2458,0.3227,0.8188,0.7980
182,0.0793,0.9383,0.9734,0.7365,0.8959,0.4027,0.3163,0.3543,0.7997,0.7788
183,0.0665,1.0558,0.9778,0.7210,0.9080,0.4819,0.2614,0.3390,0.7817,0.7773
184,0.0573,1.0411,0.9817,0.7421,0.9048,0.4582,0.3007,0.3631,0.7674,0.7608
185,0.0522,1.0422,0.9835,0.7345,0.8997,0.4237,0.3085,0.3570,0.8219,0.7963
186,0.0450,1.1223,0.9857,0.7473,0.8996,0.4269,0.3281,0.3710,0.7905,0.7846
187,0.0391,1.2070,0.9888,0.7310,0.9076,0.4794,0.2732,0.3480,0.7859,0.7708
188,0.0359,1.2580,0.9887,0.7171,0.9014,0.4329,0.2993,0.3539,0.8190,0.7926
189,0.0307,1.2944,0.9910,0.7179,0.9045,0.4558,0.2967,0.3595,0.8118,0.8009
190,0.0700,1.0337,0.9814,0.7102,0.8904,0.3333,0.2144,0.2609,0.8026,0.7726
191,0.0907,1.1039,0.9670,0.7439,0.8984,0.4055,0.2693,0.3236,0.7436,0.7383
192,0.0599,1.1882,0.9803,0.7266,0.8953,0.3959,0.3033,0.3434,0.7531,0.7560
193,0.0646,1.2706,0.9844,0.7321,0.9012,0.4265,0.2732,0.3331,0.8184,0.7947
194,0.0402,1.2823,0.9870,0.7509,0.8999,0.4265,0.3150,0.3624,0.7554,0.7625
195,0.0328,1.3312,0.9900,0.7493,0.9063,0.4692,0.2889,0.3576,0.8030,0.7862
196,0.0317,1.3753,0.9906,0.7281,0.9014,0.4329,0.2993,0.3539,0.8378,0.8124
197,0.0268,1.4288,0.9923,0.7381,0.9078,0.4828,0.2928,0.3645,0.8224,0.8095
198,0.0250,1.4665,0.9932,0.7454,0.8881,0.3672,0.3307,0.3480,0.7864,0.7799
199,0.0330,1.4084,0.9901,0.7428,0.9040,0.4513,0.2967,0.3580,0.8196,0.8011
200,0.0282,1.4985,0.9917,0.7482,0.9040,0.4495,0.2850,0.3488,0.8045,0.7954
