Epoch,TrainLoss,ValLoss,TrainAcc,AUC,ValAcc,Precision,Recall,F1,MAP100,MAP200
31,0.1791,0.2765,0.9370,0.7789,0.9165,0.5789,0.1774,0.2716,0.8437,0.8313
32,0.1704,0.2810,0.9394,0.7984,0.9073,0.4588,0.3091,0.3694,0.8627,0.8266
33,0.1612,0.3001,0.9442,0.7892,0.9091,0.4688,0.2688,0.3417,0.8374,0.8144
34,0.1537,0.3276,0.9466,0.7610,0.9161,0.5675,0.1846,0.2786,0.8229,0.8126
35,0.1491,0.3364,0.9484,0.7613,0.9063,0.4415,0.2536,0.3221,0.7581,0.7582
36,0.1592,0.3119,0.9465,0.7640,0.9111,0.4840,0.1900,0.2728,0.8368,0.8128
37,0.1379,0.3352,0.9528,0.7763,0.9127,0.5052,0.2625,0.3455,0.8797,0.8524
38,0.1292,0.3787,0.9557,0.7593,0.9021,0.4149,0.2796,0.3340,0.8395,0.8063
39,0.1328,0.4054,0.9546,0.7547,0.9148,0.5470,0.1720,0.2618,0.7691,0.7551
40,0.1261,0.3740,0.9563,0.7671,0.9071,0.4604,0.3387,0.3903,0.8214,0.7908
41,0.1155,0.3845,0.9599,0.7680,0.9113,0.4909,0.2903,0.3649,0.8673,0.8328
42,0.1075,0.4166,0.9636,0.7470,0.9135,0.5133,0.2760,0.3590,0.8022,0.7935
43,0.1128,0.4065,0.9620,0.7501,0.9021,0.4235,0.3199,0.3645,0.8346,0.7995
44,0.1116,0.4596,0.9663,0.7531,0.9148,0.5429,0.1873,0.2785,0.8123,0.8012
45,0.0992,0.4819,0.9688,0.7462,0.9157,0.5456,0.2357,0.3292,0.7974,0.7964
46,0.0969,0.4335,0.9694,0.7658,0.8990,0.4101,0.3432,0.3737,0.8417,0.8247
47,0.0902,0.4529,0.9710,0.7512,0.9062,0.4509,0.3127,0.3693,0.8356,0.8200
48,0.1484,0.3874,0.9517,0.7560,0.9065,0.4453,0.2625,0.3303,0.8168,0.8089
49,0.1065,0.4373,0.9643,0.7586,0.9125,0.5037,0.2446,0.3293,0.8374,0.8242
50,0.0998,0.4531,0.9667,0.7428,0.9043,0.4329,0.2921,0.3488,0.8589,0.8315
51,0.0827,0.4630,0.9739,0.7484,0.9069,0.4472,0.2581,0.3273,0.7931,0.7965
52,0.0854,0.4841,0.9727,0.7450,0.9126,0.5043,0.2616,0.3445,0.8184,0.8140
53,0.0835,0.5006,0.9726,0.7393,0.9116,0.4937,0.2805,0.3577,0.8545,0.8330
54,0.0749,0.5896,0.9767,0.7447,0.9116,0.4939,0.2885,0.3643,0.8636,0.8561
55,0.0683,0.5755,0.9787,0.7417,0.9145,0.5278,0.2464,0.3360,0.8662,0.8528
56,0.0818,0.5770,0.9738,0.7323,0.8851,0.3340,0.3109,0.3220,0.7771,0.7632
57,0.2309,0.3512,0.9355,0.7357,0.8999,0.3843,0.2321,0.2894,0.8510,0.8050
58,0.1744,0.3586,0.9407,0.7525,0.9058,0.4101,0.1676,0.2379,0.7386,0.7434
59,0.1289,0.4456,0.9548,0.7375,0.9098,0.4724,0.2303,0.3096,0.8178,0.7978
60,0.1125,0.4469,0.9626,0.7510,0.9149,0.5305,0.2652,0.3536,0.8450,0.8213
61,0.0969,0.4714,0.9674,0.7781,0.9080,0.4592,0.2670,0.3377,0.8208,0.7960
62,0.0817,0.5286,0.9723,0.7585,0.9091,0.4715,0.2966,0.3641,0.8449,0.8275
63,0.0690,0.6247,0.9783,0.7356,0.8966,0.3994,0.3522,0.3743,0.8376,0.8243
64,0.0757,0.5145,0.9769,0.7323,0.8914,0.3424,0.2581,0.2943,0.7995,0.7749
65,0.0992,0.4983,0.9664,0.7527,0.9098,0.4783,0.2966,0.3662,0.8656,0.8416
66,0.0656,0.5603,0.9781,0.7499,0.9054,0.4490,0.3432,0.3890,0.8525,0.8263
67,0.0609,0.6157,0.9814,0.7348,0.8988,0.3976,0.2957,0.3392,0.8314,0.8152
68,0.0569,0.5939,0.9825,0.7520,0.9135,0.5140,0.2787,0.3614,0.8264,0.8182
69,0.0561,0.6318,0.9823,0.7360,0.8966,0.4000,0.3566,0.3771,0.8345,0.8245
70,0.0554,0.5982,0.9836,0.7391,0.8863,0.3602,0.3799,0.3698,0.8528,0.8274
71,0.0519,0.7003,0.9844,0.7378,0.9121,0.4985,0.3038,0.3775,0.8438,0.8305
72,0.0474,0.7266,0.9863,0.7456,0.9130,0.5079,0.2876,0.3673,0.8306,0.8314
73,0.0446,0.7206,0.9873,0.7217,0.9111,0.4887,0.2706,0.3483,0.8296,0.8166
74,0.0411,0.7986,0.9874,0.7281,0.9139,0.5174,0.2796,0.3630,0.8532,0.8387
75,0.0568,0.7336,0.9832,0.7395,0.8973,0.4004,0.3423,0.3691,0.7924,0.7823
76,0.0466,0.7595,0.9862,0.7386,0.9135,0.5129,0.2849,0.3664,0.8203,0.8173
77,0.0570,0.7922,0.9832,0.7238,0.9099,0.4777,0.2787,0.3520,0.8544,0.8396
78,0.0470,0.7649,0.9858,0.7456,0.9136,0.5155,0.2679,0.3526,0.8406,0.8343
79,0.0763,0.6455,0.9774,0.7593,0.9112,0.4890,0.2581,0.3378,0.8385,0.8160
80,0.0630,0.6248,0.9799,0.7101,0.8905,0.3663,0.3387,0.3520,0.8468,0.8108
81,0.0546,0.6939,0.9823,0.7436,0.8992,0.4108,0.3405,0.3724,0.8526,0.8295
82,0.0437,0.7089,0.9877,0.7379,0.8928,0.3896,0.3907,0.3902,0.8753,0.8525
83,0.0394,0.7457,0.9884,0.7369,0.9054,0.4482,0.3369,0.3847,0.8402,0.8227
84,0.0378,0.7412,0.9890,0.7563,0.9042,0.4397,0.3333,0.3792,0.8508,0.8346
85,0.0354,0.8194,0.9893,0.7453,0.9092,0.4731,0.2993,0.3666,0.8499,0.8369
86,0.0520,0.6912,0.9845,0.7517,0.9047,0.4420,0.3244,0.3742,0.8299,0.8159
87,0.0499,0.7287,0.9854,0.7494,0.9124,0.5022,0.3082,0.3820,0.8327,0.8256
88,0.2340,0.5227,0.9525,0.7496,0.8989,0.4152,0.3710,0.3919,0.8681,0.8499
89,0.1052,0.4770,0.9725,0.7682,0.9036,0.4311,0.3082,0.3595,0.8794,0.8442
90,0.0670,0.5599,0.9795,0.7477,0.9020,0.4233,0.3217,0.3656,0.8929,0.8578
91,0.0478,0.6515,0.9856,0.7468,0.9056,0.4463,0.3127,0.3678,0.8688,0.8382
92,0.0448,0.6678,0.9863,0.7297,0.9055,0.4476,0.3253,0.3768,0.8901,0.8547
93,0.0375,0.6955,0.9895,0.7473,0.9035,0.4335,0.3244,0.3711,0.8617,0.8392
94,0.0752,0.5944,0.9789,0.7657,0.9100,0.4776,0.2679,0.3433,0.8406,0.8259
95,0.0542,0.6653,0.9824,0.7516,0.9023,0.4320,0.3584,0.3918,0.8591,0.8433
96,0.0392,0.7912,0.9882,0.7551,0.9098,0.4760,0.2751,0.3487,0.8688,0.8465
97,0.0510,1.2384,0.9856,0.7329,0.9083,0.4615,0.2688,0.3398,0.8615,0.8290
98,0.1536,0.3817,0.9778,0.6065,0.9123,0.5714,0.0036,0.0071,0.6942,0.6736
99,0.2363,0.3804,0.9206,0.7224,0.9091,0.4141,0.0842,0.1400,0.8418,0.7998
100,0.1925,0.4272,0.9332,0.6978,0.8824,0.2646,0.1909,0.2218,0.8778,0.8452
101,0.1581,0.4254,0.9423,0.7354,0.9066,0.3983,0.1246,0.1898,0.8562,0.8159
102,0.1348,0.4666,0.9518,0.7545,0.9088,0.4557,0.1980,0.2761,0.8356,0.8109
103,0.1236,0.5688,0.9559,0.7552,0.9106,0.4800,0.2151,0.2970,0.8821,0.8537
104,0.1009,0.5735,0.9646,0.7627,0.9073,0.4523,0.2679,0.3365,0.8790,0.8519
105,0.0881,0.6500,0.9694,0.7580,0.9076,0.4580,0.2832,0.3499,0.8865,0.8556
106,0.0847,0.7000,0.9711,0.7340,0.9103,0.4789,0.2437,0.3230,0.8583,0.8436
107,0.0821,0.6507,0.9731,0.7603,0.8985,0.3849,0.2608,0.3109,0.8366,0.8104
108,0.0783,0.7847,0.9727,0.7445,0.8885,0.3523,0.3226,0.3368,0.8153,0.8046
109,0.2707,0.3968,0.9644,0.7604,0.9072,0.4467,0.2401,0.3124,0.8657,0.8319
110,0.0939,0.5325,0.9653,0.7477,0.8822,0.3435,0.3746,0.3583,0.8966,0.8683
111,0.0620,0.6617,0.9796,0.7410,0.9150,0.5350,0.2464,0.3374,0.9005,0.8752
112,0.0498,0.6459,0.9846,0.7220,0.9003,0.4132,0.3244,0.3635,0.8935,0.8610
113,0.0527,0.6589,0.9837,0.7473,0.9065,0.4487,0.2858,0.3492,0.8870,0.8527
114,0.0463,0.7778,0.9850,0.7270,0.9043,0.4379,0.3190,0.3691,0.8797,0.8474
115,0.0470,0.8088,0.9863,0.7266,0.9096,0.4744,0.2742,0.3475,0.8569,0.8318
116,0.0707,0.7910,0.9840,0.7352,0.8992,0.4007,0.2984,0.3421,0.8469,0.8244
117,0.8056,0.3171,0.9329,0.7069,0.9124,0.5096,0.0475,0.0869,0.8051,0.7541
118,0.2571,0.3023,0.9181,0.7663,0.9117,0.4828,0.0878,0.1486,0.7963,0.7738
119,0.2375,0.3264,0.9204,0.7668,0.9146,0.5714,0.1075,0.1810,0.8297,0.8073
120,0.2039,0.3146,0.9283,0.7566,0.9147,0.5635,0.1272,0.2076,0.8359,0.8083
121,0.1859,0.3122,0.9364,0.7606,0.9167,0.6007,0.1523,0.2430,0.8498,0.8248
122,0.1669,0.3324,0.9424,0.7756,0.9132,0.5109,0.2724,0.3553,0.8635,0.8414
123,0.1527,0.3513,0.9464,0.7712,0.9075,0.4595,0.3047,0.3664,0.8224,0.8088
124,0.1395,0.3653,0.9514,0.7655,0.9098,0.4795,0.3136,0.3792,0.8912,0.8614
125,0.1264,0.4240,0.9563,0.7600,0.9091,0.4727,0.3029,0.3692,0.8917,0.8759
126,0.1134,0.4566,0.9602,0.7461,0.9099,0.4801,0.3127,0.3787,0.8566,0.8382
127,0.0993,0.4540,0.9650,0.7604,0.9008,0.4267,0.3781,0.4010,0.8867,0.8665
128,0.0877,0.5019,0.9700,0.7552,0.9102,0.4815,0.3038,0.3725,0.8711,0.8496
129,0.0814,0.5649,0.9726,0.7566,0.9140,0.5203,0.2643,0.3506,0.8624,0.8408
130,0.0714,0.6692,0.9766,0.7137,0.8837,0.3497,0.3772,0.3629,0.8660,0.8524
131,0.1786,0.3109,0.9474,0.7507,0.9143,0.5325,0.1909,0.2810,0.8511,0.8371
132,0.1612,0.3455,0.9448,0.7721,0.9087,0.4599,0.2312,0.3077,0.8561,0.8446
133,0.0981,0.4452,0.9649,0.7694,0.9091,0.4692,0.2733,0.3454,0.8669,0.8419
134,0.0766,0.5150,0.9744,0.7562,0.9112,0.4893,0.2652,0.3440,0.8164,0.8157
135,0.0625,0.5084,0.9797,0.7704,0.9128,0.5061,0.2975,0.3747,0.8614,0.8532
136,0.0540,0.5715,0.9821,0.7683,0.9091,0.4730,0.3145,0.3778,0.8848,0.8543
137,0.0471,0.6507,0.9855,0.7432,0.9095,0.4745,0.2921,0.3616,0.8827,0.8540
138,0.0581,0.6131,0.9822,0.7440,0.9073,0.4603,0.3217,0.3787,0.8160,0.8131
139,0.0458,0.6501,0.9864,0.7589,0.9088,0.4729,0.3360,0.3929,0.8167,0.8167
140,0.0393,0.7252,0.9880,0.7619,0.9124,0.5015,0.2993,0.3749,0.8197,0.8131
141,0.0370,0.7853,0.9891,0.7427,0.9151,0.5317,0.2778,0.3649,0.8224,0.8096
142,0.0547,0.5614,0.9851,0.7575,0.9153,0.5389,0.2419,0.3340,0.8330,0.8311
143,0.0492,0.6809,0.9845,0.7473,0.9098,0.4793,0.3208,0.3843,0.8845,0.8548
144,0.0357,0.7522,0.9887,0.7352,0.9095,0.4743,0.2894,0.3595,0.8064,0.7999
145,0.0361,0.6049,0.9894,0.7613,0.9004,0.4178,0.3414,0.3757,0.8500,0.8419
146,0.0344,0.8077,0.9900,0.7460,0.9161,0.5488,0.2518,0.3452,0.8116,0.7997
147,0.0304,0.7969,0.9914,0.7487,0.9102,0.4815,0.3038,0.3725,0.8075,0.8008
148,0.0279,0.8685,0.9919,0.7409,0.9128,0.5062,0.2912,0.3697,0.8087,0.8048
149,0.0335,0.7820,0.9906,0.7404,0.8885,0.3726,0.3943,0.3831,0.8019,0.7998
150,0.0296,0.8702,0.9918,0.7506,0.9129,0.5076,0.2697,0.3523,0.8689,0.8401
151,0.0412,0.8589,0.9879,0.7146,0.8813,0.3364,0.3620,0.3487,0.8511,0.8357
152,0.0351,0.9145,0.9895,0.7524,0.9138,0.5156,0.2966,0.3766,0.8928,0.8645
153,0.0260,0.8551,0.9930,0.7408,0.9084,0.4682,0.3163,0.3775,0.8278,0.8196
154,0.0285,0.7796,0.9918,0.7558,0.9000,0.4106,0.3190,0.3591,0.8193,0.8013
155,0.2520,0.7848,0.9578,0.7555,0.9105,0.4842,0.3029,0.3727,0.8511,0.8368
156,0.0938,0.5070,0.9751,0.7008,0.9125,0.5039,0.2312,0.3170,0.8193,0.8134
157,0.1206,0.5815,0.9627,0.7477,0.9101,0.4793,0.2796,0.3531,0.8695,0.8476
158,0.0729,0.6619,0.9755,0.7584,0.9080,0.4629,0.3020,0.3655,0.8553,0.8439
159,0.0607,0.7342,0.9815,0.7359,0.9050,0.4407,0.3065,0.3615,0.8275,0.8242
160,0.0390,0.7809,0.9882,0.7609,0.9119,0.4969,0.2867,0.3636,0.8333,0.8253
161,0.0370,0.8006,0.9890,0.7533,0.9115,0.4934,0.3020,0.3747,0.8342,0.8338
162,0.0311,0.8978,0.9911,0.7473,0.9147,0.5274,0.2760,0.3624,0.8254,0.8198
163,0.0342,0.8979,0.9896,0.7284,0.9032,0.4312,0.3199,0.3673,0.8358,0.8231
164,0.0346,0.9181,0.9901,0.7227,0.9021,0.4202,0.3020,0.3514,0.8527,0.8299
165,0.0376,0.9347,0.9889,0.7312,0.9076,0.4529,0.2500,0.3222,0.7759,0.7824
166,0.0369,0.8834,0.9887,0.7454,0.8936,0.3878,0.3656,0.3764,0.8258,0.8308
167,0.0340,0.9317,0.9900,0.7440,0.9130,0.5080,0.2841,0.3644,0.8037,0.8026
168,0.0289,0.9498,0.9919,0.7374,0.9074,0.4612,0.3253,0.3815,0.8241,0.8178
169,0.0232,0.9991,0.9936,0.7446,0.9133,0.5110,0.2912,0.3710,0.8419,0.8316
170,0.0236,1.0401,0.9935,0.7311,0.9058,0.4470,0.3100,0.3661,0.8577,0.8354
171,0.0216,1.1018,0.9941,0.7346,0.9145,0.5250,0.2733,0.3595,0.8216,0.8165
172,0.0214,1.0737,0.9945,0.7389,0.9160,0.5407,0.2858,0.3740,0.8633,0.8426
173,0.0203,1.1463,0.9947,0.7403,0.9157,0.5397,0.2742,0.3636,0.8507,0.8405
174,0.0196,1.0840,0.9944,0.7360,0.8989,0.4111,0.3504,0.3783,0.8499,0.8353
175,0.0194,1.1440,0.9947,0.7265,0.9117,0.4956,0.3038,0.3767,0.8926,0.8565
176,0.0212,1.1398,0.9938,0.7400,0.9097,0.4777,0.3065,0.3734,0.8526,0.8376
177,0.0193,1.1347,0.9947,0.7281,0.9051,0.4455,0.3333,0.3813,0.8074,0.8131
178,0.0210,1.2033,0.9941,0.7445,0.9094,0.4744,0.2993,0.3670,0.8388,0.8357
179,0.0211,1.2043,0.9938,0.7292,0.9112,0.4893,0.2652,0.3440,0.8053,0.8078
180,0.0212,1.2638,0.9936,0.7237,0.9124,0.5017,0.2625,0.3447,0.8158,0.8055
181,0.0356,1.0027,0.9906,0.7509,0.9008,0.4204,0.3432,0.3779,0.7793,0.7972
182,0.0412,0.9616,0.9879,0.7271,0.9025,0.4217,0.2993,0.3501,0.8021,0.7939
183,0.0293,1.0649,0.9919,0.7286,0.9095,0.4743,0.2814,0.3532,0.8374,0.8258
184,0.0229,1.1272,0.9936,0.7408,0.9118,0.4960,0.2769,0.3554,0.8309,0.8280
185,0.0189,1.1740,0.9950,0.7399,0.9107,0.4858,0.2921,0.3649,0.8387,0.8297
186,0.0223,1.0751,0.9938,0.7399,0.9074,0.4599,0.3136,0.3729,0.8322,0.8246
187,0.0176,1.1221,0.9952,0.7423,0.9089,0.4718,0.3154,0.3781,0.8891,0.8589
188,0.0185,1.1655,0.9950,0.7408,0.9063,0.4507,0.3073,0.3655,0.8585,0.8439
189,0.0171,1.1750,0.9949,0.7204,0.9040,0.4338,0.3056,0.3586,0.8047,0.8115
190,0.0154,1.2619,0.9961,0.7437,0.9095,0.4747,0.2948,0.3637,0.8243,0.8315
191,0.0173,1.2080,0.9950,0.7250,0.8925,0.3810,0.3584,0.3693,0.8325,0.8270
192,0.0185,1.2710,0.9947,0.7365,0.9154,0.5361,0.2661,0.3557,0.8595,0.8421
193,0.0169,1.2755,0.9952,0.7366,0.9076,0.4608,0.3056,0.3675,0.8235,0.8270
194,0.0166,1.2633,0.9953,0.7303,0.9033,0.4322,0.3226,0.3694,0.8370,0.8357
195,0.0172,1.2703,0.9952,0.7291,0.9077,0.4608,0.3002,0.3635,0.8670,0.8465
196,0.0158,1.3689,0.9958,0.7144,0.9132,0.5103,0.2661,0.3498,0.8345,0.8263
197,0.0149,1.3788,0.9960,0.7189,0.9057,0.4444,0.2975,0.3564,0.8678,0.8490
198,0.0146,1.3949,0.9957,0.7256,0.9025,0.4249,0.3118,0.3597,0.8403,0.8320
199,0.0231,1.3797,0.9933,0.7306,0.9132,0.5100,0.2733,0.3559,0.8201,0.8154
200,0.0159,1.3339,0.9956,0.7204,0.9032,0.4316,0.3253,0.3710,0.8574,0.8414
